TARGET,FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,LabelAppeal,AcidIndex,STARS
4,5.4,0.83,1.89,3.0,0.052,47.0,492.0,0.97323,3.92,0.75,10.0,0,6,2.0
5,5.3,0.36,0.27,34.9,0.028,301.0,132.0,0.99186,2.17,-0.65,14.2,1,6,3.0
3,6.8,0.51,0.3,-27.7,0.645,524.0,165.0,1.00309,2.5,0.42,5.6,0,8,2.0
5,11.8,0.17,0.49,-8.6,-0.541,46.0,131.0,0.95383,3.09,0.51,10.2,0,10,3.0
3,8.2,1.56,0.46,36.05,-0.503,14.0,326.0,0.96966,3.81,0.58,16.1,0,9,1.0
0,10.0,1.03,0.45,6.2,0.071,-264.0,-104.0,1.01693,3.21,1.28,11.8,-1,11,1.0
1,7.2,0.24,0.27,11.4,0.034,40.0,174.0,0.96721,3.42,-1.31,9.0,-2,8,1.0
3,17.1,0.59,0.42,45.1,0.086,-13.0,208.0,0.99546,5.71,0.6,11.5,-1,9,2.0
4,9.3,0.5,0.36,1.8,0.084,-62.0,17.0,0.99704,1.04,0.3,14.3,0,10,1.0
3,14.3,0.34,0.46,-0.6,0.055,68.0,198.0,0.9988,3.36,-1.09,8.1,-1,10,2.0
5,11.4,0.91,0.49,-16.5,-0.272,557.0,108.0,0.9928,2.17,1.45,13.8,1,9,2.0
3,-3.0,0.3,-0.04,1.4,0.557,282.0,161.0,1.03133,2.95,-0.25,10.5,0,8,2.0
6,11.1,0.03,0.35,1.4,0.072,23.0,-154.0,1.04089,3.25,1.17,12.0,1,7,2.0
4,8.3,0.26,-0.1,-61.7,0.455,14.0,-120.0,0.99077,2.95,-0.5,12.2,0,9,2.0
4,-4.7,2.21,0.38,60.7,0.036,-137.0,423.0,0.98842,3.86,0.36,9.4,0,7,3.0
5,10.9,0.21,0.3,-125.6,0.221,-196.0,32.0,0.9972,3.22,1.4,11.9,1,12,2.0
4,4.5,-0.81,0.09,-21.2,0.077,210.0,141.0,0.99206,3.71,0.44,10.1,1,7,1.0
6,5.1,1.64,0.31,9.1,0.036,45.0,-58.0,0.99216,3.01,0.31,9.0,1,8,4.0
4,7.5,0.29,0.67,-3.7,0.711,-33.0,142.0,0.99719,3.41,0.49,8.9,0,8,2.0
4,9.4,0.39,-0.53,4.9,-0.397,107.0,109.0,0.97963,3.18,0.94,12.0,-1,8,3.0
5,7.7,0.17,0.08,-42.8,0.017,21.0,84.0,0.97986,4.2,0.4,7.8,0,8,2.0
3,6.4,0.24,-0.86,57.95,-0.249,-413.0,69.0,0.94908,3.25,0.82,11.8,0,7,2.0
4,6.7,0.4,0.33,2.9,0.091,20.0,173.0,1.04515,3.02,-0.81,9.5,-1,7,3.0
4,6.9,0.24,0.34,4.7,0.04,43.0,161.0,0.95853,3.36,0.38,10.6,0,7,1.0
4,7.5,0.13,0.38,1.1,-0.233,42.0,-250.0,0.99112,5.18,-0.96,11.8,0,8,2.0
3,6.5,1.37,1.54,1.4,0.04,-6.0,29.0,1.02163,3.12,-1.0,8.3,0,7,1.0
2,15.9,0.05,-0.17,-49.9,-0.482,16.0,172.0,0.99182,3.07,0.23,8.9,0,8,1.0
2,-1.6,0.16,1.63,6.7,0.097,43.0,153.0,0.9951,3.63,0.46,15.3,-1,6,1.0
4,17.8,0.26,0.3,-98.7,-0.276,30.0,-743.0,0.98995,3.48,0.52,12.5,-1,6,2.0
3,6.9,0.22,0.95,-25.6,-0.342,-257.0,126.0,0.9975,2.4,1.89,9.1,0,8,2.0
4,17.6,0.28,0.36,15.7,0.496,42.0,105.0,0.9893,2.48,0.39,12.4,-1,8,2.0
4,-1.4,0.46,1.39,-39.7,0.051,61.0,197.0,0.98734,2.21,2.15,9.0,1,7,2.0
4,8.0,1.9,-0.99,1.0,0.05,16.0,-220.0,0.9936,3.15,1.15,14.0,-1,9,2.0
3,7.6,-0.76,0.67,1.4,0.047,41.0,505.0,0.9934,2.73,-0.43,10.1,-1,8,3.0
3,-2.2,0.27,0.35,10.9,-0.894,280.0,64.0,1.0109,2.22,0.47,14.3,0,9,1.0
3,-3.1,0.64,0.49,-22.3,0.033,37.0,133.0,0.98081,3.2,-0.51,7.8,-1,9,2.0
4,4.8,0.32,0.25,9.5,0.435,15.0,-239.0,0.98167,3.1,0.44,7.1,0,8,4.0
5,6.6,1.31,1.14,14.0,0.014,37.0,124.0,1.03227,2.27,-2.78,8.8,1,7,3.0
5,-0.8,0.2,0.13,3.6,0.036,158.0,91.0,0.99278,2.49,0.5,9.8,1,6,2.0
8,-0.8,1.67,0.3,57.1,0.046,-198.0,-12.5,1.03391,3.02,1.47,10.1,2,8,4.0
4,5.9,1.99,1.63,5.0,0.482,20.0,-286.0,1.02897,2.27,-0.8,12.8,0,7,2.0
4,18.7,0.19,0.36,35.7,0.026,144.0,-196.0,0.90741,4.53,0.22,4.3,0,7,1.0
5,19.9,-0.96,0.49,2.0,0.414,10.0,-286.0,1.011,2.66,-1.01,10.1,2,10,2.0
5,2.8,0.19,-0.12,15.9,0.038,162.0,118.0,0.99546,2.17,-0.76,10.7,1,7,3.0
4,7.0,0.48,0.12,-52.8,0.05,23.0,86.0,0.99398,2.41,0.35,9.0,1,8,2.0
3,11.3,0.53,-0.08,50.2,0.133,87.0,514.0,0.9672,3.14,0.47,9.3,0,10,1.0
4,-17.5,0.22,0.26,52.7,-0.049,-253.0,205.0,0.9917,1.92,-0.78,10.5,0,7,3.0
5,7.7,0.26,0.34,-20.5,0.05,36.0,163.0,0.9937,3.19,0.7,11.5,1,8,4.0
2,18.2,-1.2,0.65,1.8,0.046,14.0,378.0,0.96121,3.88,-0.13,15.2,-2,8,2.0
5,8.2,0.18,0.49,1.1,0.033,-470.0,82.0,1.01322,3.4,0.94,15.4,0,9,2.0
5,-2.8,0.88,0.3,-60.8,0.27,231.0,5.0,0.99225,3.23,0.69,10.9,0,6,3.0
3,7.8,0.64,-1.03,8.7,-0.41,5.0,-272.0,0.9984,3.37,0.17,8.2,-2,9,2.0
6,7.6,0.23,-0.65,10.0,0.036,247.0,-185.0,0.9967,3.08,0.58,9.7,2,8,2.0
5,11.9,0.19,0.48,-54.1,-0.503,23.0,632.0,0.96324,2.9,1.64,12.5,1,9,3.0
2,7.3,0.36,0.54,60.1,0.385,63.0,226.0,1.04034,2.04,0.49,8.6,0,8,2.0
4,5.9,-1.18,0.27,38.0,0.053,34.0,481.0,0.9972,2.51,1.52,9.5,0,6,3.0
5,6.5,0.37,0.67,-56.2,0.299,128.0,107.0,0.98895,3.22,2.2,9.6,0,7,2.0
0,5.8,0.825,-0.81,40.8,-0.085,5.0,13.0,1.04723,2.72,2.15,10.7,0,9,1.0
2,6.95,0.21,0.75,-1.1,-0.197,246.0,80.0,0.99076,4.17,0.47,12.0,-1,7,1.0
5,6.7,-0.84,1.36,60.0,0.452,135.0,-36.0,0.99123,4.19,0.47,10.2,-1,7,3.0
4,17.6,0.32,0.26,-48.2,0.05,132.0,163.0,0.98763,3.14,2.62,9.6,1,7,3.0
6,5.3,0.29,-0.58,-15.9,0.605,-121.0,100.0,1.00856,3.52,0.36,11.8,0,6,4.0
5,-3.2,0.08,0.49,1.2,0.055,80.0,150.0,0.9917,3.23,-0.74,16.2,1,8,2.0
3,-1.6,0.615,0.42,12.0,-0.418,24.0,-601.0,0.99727,3.19,0.34,9.3,0,8,2.0
6,6.4,0.38,-0.72,4.5,0.038,-180.0,119.0,0.99151,3.07,1.41,7.7,2,7,3.0
5,6.4,-0.66,1.53,4.0,-0.055,24.0,259.0,0.9903,3.87,0.41,12.6,0,7,3.0
3,6.4,-0.2,-1.26,-34.0,0.055,-148.0,176.0,0.9986,4.27,0.61,9.1,0,7,1.0
3,3.7,-0.02,0.49,7.7,-0.556,11.0,-254.0,1.03431,2.46,-0.43,10.0,-1,9,2.0
6,2.7,0.42,0.49,42.2,0.28,290.0,83.0,1.02912,3.23,0.47,13.3,2,8,2.0
4,0.0,0.41,-0.14,1.2,-0.531,-211.0,134.0,0.992,5.81,0.49,10.9,0,8,3.0
3,8.0,0.6,0.35,2.8,0.609,28.0,52.0,0.997,3.32,-0.99,10.6,0,9,1.0
2,15.8,1.45,-0.16,4.2,0.575,42.0,119.0,1.00911,2.49,-0.52,19.8,-1,6,2.0
4,7.1,0.22,-1.2,42.0,0.093,41.0,-147.0,1.03129,3.08,0.49,6.7,0,7,2.0
4,7.0,-1.12,0.78,9.9,0.562,157.0,-395.0,1.01334,3.15,0.55,5.6,0,8,2.0
3,5.0,-0.83,0.19,5.0,0.054,17.0,101.0,0.99438,3.7,2.22,10.0,0,5,2.0
3,2.8,0.5,1.77,1.1,-0.468,356.0,126.0,1.04259,3.21,0.42,10.9,0,9,2.0
4,7.3,-0.83,0.22,1.4,0.041,183.0,-143.0,0.88983,3.14,0.48,9.9,1,8,1.0
4,1.8,0.41,0.27,-115.6,-1.078,25.0,-3.0,0.99086,3.35,0.34,11.7,0,7,2.0
2,5.1,0.58,0.07,6.9,0.084,469.0,149.0,0.9944,2.55,2.23,9.7,-1,6,2.0
5,7.6,-0.98,0.28,-4.1,0.029,7.0,-202.0,0.98332,3.0,0.41,17.5,1,8,3.0
0,18.5,0.56,0.24,2.2,-0.109,102.0,28.0,0.9988,3.14,1.95,11.9,-1,11,1.0
4,1.2,-0.03,0.3,2.6,0.251,-113.0,148.0,1.02589,3.03,0.56,10.6,-1,8,2.0
2,7.6,0.18,0.49,40.35,0.046,69.0,158.0,0.9996,2.96,0.41,7.2,-1,8,1.0
5,7.1,0.25,1.29,37.4,0.041,66.0,-99.0,0.9969,2.57,0.7,9.1,1,8,4.0
3,9.1,-1.55,0.28,0.9,0.037,-211.0,152.0,1.00438,3.13,-1.13,10.0,-1,9,2.0
2,6.3,0.55,0.11,-77.8,0.035,-206.0,185.0,0.97903,3.09,-1.57,9.7,-1,7,1.0
2,9.1,0.765,0.04,-39.7,0.078,4.0,14.0,0.998,3.29,-0.73,9.7,0,10,1.0
3,8.8,-1.18,0.63,39.2,0.383,112.0,99.0,0.95508,4.11,0.49,9.5,0,9,3.0
0,6.9,-0.2,-0.37,72.3,-0.011,59.0,-161.0,0.99386,3.79,0.81,9.4,0,7,1.0
3,-4.5,-2.13,0.37,2.5,0.181,29.0,89.0,0.95155,3.14,0.42,10.6,-1,8,1.0
5,12.8,-0.85,-1.06,-24.0,-0.424,43.0,409.0,0.9989,3.32,0.79,7.7,1,7,3.0
4,-11.5,0.3,0.51,5.5,0.048,62.0,508.0,1.02744,2.91,1.43,9.0,0,7,2.0
5,13.8,1.24,1.38,-27.4,0.412,25.0,133.0,0.9906,3.99,0.59,12.0,0,7,1.0
5,8.0,-1.28,0.29,2.4,0.029,52.0,119.0,0.98944,3.16,-0.37,13.9,1,8,3.0
0,6.2,1.15,0.0,-26.1,0.152,7.0,17.0,1.02201,3.33,-0.63,9.4,0,8,2.0
4,7.2,0.19,0.31,20.2,-0.244,17.0,441.0,1.03191,3.57,-0.31,9.9,-1,8,3.0
4,5.9,0.415,0.13,-41.3,-0.052,199.0,233.0,0.95273,3.56,0.52,10.5,1,6,3.0
3,4.8,-0.75,0.17,1.3,-0.166,-251.0,446.0,1.02987,3.02,1.72,11.3,-1,7,2.0
3,7.8,0.27,2.0,11.2,-0.159,-43.0,-224.0,0.99694,3.45,1.84,8.1,-1,9,1.0
4,5.3,0.1,0.82,10.5,-0.227,53.0,-127.0,0.99321,2.31,1.71,6.2,0,6,3.0
0,7.7,1.43,0.49,-57.5,0.041,23.0,-259.0,0.9914,3.16,1.69,17.4,-2,8,1.0
4,13.5,-0.395,-0.12,18.9,0.059,-513.0,-71.0,1.01118,2.42,1.07,9.0,1,8,2.0
7,6.7,-0.23,-0.14,2.4,0.291,30.0,292.0,0.98006,3.09,0.88,8.0,2,7,4.0
4,1.1,0.45,0.34,19.8,-0.219,-160.0,67.0,0.9976,2.41,-0.93,11.0,0,8,3.0
3,8.2,0.67,-0.76,1.8,0.031,540.0,93.0,0.9917,3.09,0.39,8.9,0,9,1.0
5,9.8,0.335,0.34,57.0,1.187,-148.0,64.0,0.992,3.17,0.66,14.3,2,6,3.0
3,15.6,0.79,0.48,18.0,0.054,-123.0,419.0,1.00038,2.98,0.61,6.0,-1,7,2.0
3,6.4,0.28,0.45,-30.5,0.057,47.0,521.0,0.99442,3.16,0.49,9.8,0,7,2.0
4,6.6,0.74,-0.52,7.0,0.474,101.0,194.0,0.9441,3.41,0.43,5.3,1,6,2.0
6,7.2,0.21,0.28,2.7,0.033,264.0,94.0,0.99075,2.93,1.41,11.8,1,8,4.0
3,4.6,-0.55,-0.73,-48.1,0.045,59.0,209.0,0.9972,2.56,1.02,9.6,-1,8,2.0
5,1.3,0.25,-1.16,32.4,0.052,166.0,-91.0,0.99203,3.49,0.32,13.9,1,6,2.0
4,17.9,-0.62,-1.01,14.8,0.024,-139.0,-287.0,0.97507,3.12,0.48,17.2,-2,8,1.0
3,-2.9,1.38,0.17,65.6,0.073,7.0,-10.0,1.03446,2.82,-0.48,8.8,0,7,1.0
2,4.1,0.32,1.45,-16.6,0.046,213.0,180.0,0.9958,4.2,0.45,8.9,-1,7,1.0
4,8.4,-0.57,2.0,-69.0,0.055,87.0,170.0,1.0004,4.27,0.55,8.9,0,9,2.0
2,14.2,0.19,0.3,-30.7,-0.098,34.0,120.0,0.98184,2.94,-0.82,11.2,-1,9,1.0
3,7.3,-1.41,0.24,-21.5,0.585,13.0,516.0,0.9932,3.17,-0.28,9.4,0,8,3.0
5,7.4,-0.46,-0.65,64.2,0.129,41.0,161.0,0.95752,3.97,0.5,10.5,1,7,2.0
4,5.8,0.22,0.48,-54.8,-0.205,140.0,195.0,0.99998,3.24,0.52,18.1,0,6,1.0
4,7.5,0.24,0.29,1.1,0.046,34.0,62.0,0.9105,2.98,0.39,11.45,0,8,3.0
3,0.6,0.24,0.25,58.5,-0.26,-508.0,138.0,1.08089,2.24,1.91,9.1,0,7,1.0
6,6.4,1.03,2.04,9.1,0.52,128.0,550.0,0.99326,2.97,0.3,10.1,1,7,3.0
4,8.0,1.75,0.34,-12.8,0.042,20.0,216.0,0.9912,3.01,0.65,5.5,-1,8,3.0
3,5.7,-0.45,1.38,31.7,0.29,302.0,104.0,0.9906,2.16,-0.56,11.0,-1,6,1.0
6,-3.3,-0.54,-0.01,6.2,0.568,45.0,12.0,0.99807,2.54,0.41,13.8,0,8,2.0
5,10.0,0.28,0.24,2.2,-0.161,19.0,311.0,1.00524,2.2,0.56,6.0,1,11,2.0
3,6.8,-1.26,0.62,6.4,0.041,7.0,496.0,0.9521,2.29,-0.3,10.2,0,8,3.0
4,11.4,0.77,0.49,4.9,0.032,223.0,18.0,0.95363,3.63,-0.74,10.0,0,10,3.0
3,6.3,1.64,0.82,51.5,-0.019,81.0,158.0,0.9987,3.09,0.22,13.7,1,8,3.0
3,6.3,0.17,0.75,5.7,-0.505,44.0,147.0,1.04132,3.25,0.54,6.0,0,7,2.0
5,8.8,2.26,-0.23,6.8,0.344,39.0,389.0,0.9942,3.16,0.67,16.4,1,9,3.0
5,7.1,0.21,1.22,3.8,-0.424,-174.0,142.0,0.99215,3.34,0.39,10.8,0,8,2.0
3,12.8,-1.28,0.47,10.6,0.052,-124.0,192.0,0.99421,2.79,0.34,9.8,1,7,3.0
5,18.3,-0.43,0.49,1.0,0.228,34.0,140.0,0.96592,3.05,0.34,16.3,1,8,3.0
5,12.8,1.13,0.44,14.4,0.048,29.0,-168.0,0.98098,3.26,0.54,8.8,0,7,1.0
0,19.8,1.54,0.4,1.3,0.044,-43.0,-368.0,0.96673,2.13,0.61,-2.2,-1,10,1.0
5,6.0,-1.06,0.03,4.0,-0.509,-18.0,246.0,0.96526,3.15,1.23,8.1,1,7,3.0
5,15.8,1.55,0.33,-37.9,0.279,-31.0,155.0,0.9951,3.68,0.14,14.5,0,8,1.0
3,7.3,0.31,-1.6,64.3,0.052,13.0,-263.0,0.99602,3.24,1.8,8.8,1,7,1.0
4,8.3,0.28,1.91,8.2,0.044,270.0,-245.0,0.99562,1.98,0.48,13.7,1,7,3.0
3,5.7,0.255,0.16,1.2,0.328,281.0,-65.0,0.98162,3.26,0.06,8.6,0,7,2.0
4,6.3,0.24,-0.13,-52.3,0.318,-93.0,-336.0,0.96904,2.65,0.08,11.8,0,7,3.0
3,16.4,2.11,1.82,2.6,0.112,-97.0,-11.0,0.99047,3.21,0.47,15.1,-1,7,2.0
4,7.4,1.72,1.47,-12.4,0.045,-156.0,180.0,1.01138,2.79,-0.96,8.1,0,8,2.0
1,8.3,0.87,0.45,1.3,-0.96,8.0,447.0,1.01993,3.08,-1.05,10.3,-1,9,1.0
5,-15.1,0.55,-0.06,1.8,0.07,-68.0,-211.0,1.01894,4.32,0.01,12.6,0,7,3.0
5,7.2,-0.37,0.41,1.2,0.048,-70.0,132.0,0.9919,3.14,2.13,10.4,2,8,3.0
5,0.1,0.34,0.31,2.0,0.03,266.0,142.0,0.99563,4.33,1.31,12.9,0,7,1.0
4,1.9,0.23,0.31,-5.6,0.141,-183.0,-158.0,0.9969,0.74,0.55,8.4,0,8,3.0
5,2.7,-0.47,1.48,-5.8,-0.08,57.0,163.0,0.99239,2.23,0.59,10.5,1,6,2.0
5,8.3,-2.64,0.3,-6.3,-0.079,-131.0,57.0,0.96049,2.92,0.19,11.0,1,9,2.0
5,6.0,0.33,0.04,50.2,-0.051,255.0,-305.0,1.00541,2.03,1.77,9.2,2,7,2.0
4,6.5,0.24,-0.3,59.3,0.185,-177.0,356.0,1.03016,1.97,0.46,9.4,0,7,4.0
5,15.4,0.25,0.38,-36.2,0.252,18.0,527.0,1.05972,3.21,-0.03,13.8,1,9,3.0
3,7.8,0.71,0.49,42.4,0.027,28.0,87.0,0.9919,2.7,0.26,4.4,-2,9,2.0
5,8.7,0.33,-1.05,1.2,0.016,39.0,150.0,0.96847,3.33,0.62,14.0,-1,6,1.0
4,5.7,0.65,0.36,24.5,0.123,267.0,99.0,0.95827,3.09,2.13,9.9,0,6,3.0
4,-1.8,1.25,0.74,15.6,-0.112,214.0,176.0,0.9996,3.38,-0.4,4.8,0,8,1.0
3,6.7,0.765,0.22,8.6,0.048,-13.0,480.0,1.04506,3.25,-1.18,10.2,0,7,3.0
4,15.6,0.33,-0.34,6.85,0.038,607.0,-267.0,0.99455,2.51,0.73,7.5,-1,8,2.0
3,6.0,0.24,-0.01,17.45,-0.435,43.0,-214.0,0.9997,1.84,1.67,9.2,-1,9,3.0
5,9.2,-0.3,-1.79,-8.7,0.026,31.0,-125.0,1.03535,1.98,0.37,11.3,0,10,3.0
3,7.6,0.285,-1.03,33.0,-0.522,-155.0,238.0,0.998,3.86,0.45,9.2,0,8,2.0
4,3.9,1.07,1.94,12.8,-0.396,147.0,-479.0,0.99535,2.69,0.79,10.7,0,7,1.0
7,3.2,2.29,-2.42,-9.7,0.029,31.0,128.0,0.99534,3.41,0.36,8.6,1,7,4.0
3,0.5,0.315,1.97,-33.4,-0.367,10.0,69.0,0.97428,2.79,0.29,8.7,-1,6,1.0
4,5.7,-1.2,0.26,5.5,0.17,-26.0,415.0,1.02164,4.24,-1.14,3.8,0,6,1.0
2,13.8,1.34,0.35,6.3,-0.441,-93.0,357.0,0.97328,2.91,0.48,9.533333333,-1,7,1.0
4,30.1,0.16,0.34,55.5,-0.222,-51.0,519.0,0.99365,3.43,0.58,14.23333333,-1,7,4.0
4,3.1,1.22,-0.72,1.5,0.049,28.0,-181.0,0.99226,4.19,1.26,10.8,1,8,1.0
4,9.4,-0.17,0.3,15.1,0.52,128.0,407.0,0.99534,3.11,1.6,3.5,1,10,2.0
3,-6.5,0.44,1.05,1.4,0.05,8.0,163.0,1.00585,3.24,0.79,10.7,0,8,2.0
3,17.4,0.22,0.29,0.9,0.034,58.0,89.0,0.98936,4.0,0.36,10.3,-2,6,1.0
5,6.6,0.19,0.34,1.3,0.113,135.0,-181.0,0.99035,3.88,0.44,19.0,-1,7,2.0
5,17.3,0.68,0.52,-46.8,-0.154,32.0,-300.0,1.00698,2.83,1.64,9.3,1,7,2.0
4,-0.6,0.25,-0.73,-3.0,0.03,29.0,362.0,1.01438,3.09,0.68,12.8,-1,7,1.0
4,7.5,0.42,-0.33,26.5,-0.304,-127.0,168.0,0.9944,3.38,-0.83,9.4,0,8,1.0
3,6.6,-0.3,0.27,51.4,0.11,20.0,-97.0,0.95282,3.08,0.41,9.0,-1,7,2.0
2,9.9,2.73,0.01,45.0,0.744,551.0,570.0,0.98255,3.05,1.66,13.7,-2,7,1.0
5,7.3,0.55,0.78,-113.5,-0.494,138.0,-370.0,0.99514,3.35,0.58,14.4,0,8,2.0
3,23.1,1.47,0.13,2.0,0.076,35.0,352.0,0.9973,1.47,-1.0,23.4,0,7,1.0
4,8.1,0.27,0.33,19.9,0.32,171.0,100.0,0.99066,4.04,0.44,15.9,0,9,3.0
5,12.7,0.23,0.21,-3.5,0.035,-27.0,142.0,0.9942,2.56,1.08,6.5,0,7,1.0
2,7.1,0.18,-0.35,1.4,0.045,157.0,157.0,1.00081,2.22,1.16,10.5,-2,8,1.0
5,16.2,0.8,0.03,-56.5,0.631,10.0,-199.0,0.99255,2.28,-0.74,6.4,-1,9,4.0
4,11.8,0.38,0.55,-86.2,0.535,5.0,19.0,0.96224,3.11,1.05,11.1,0,13,2.0
4,6.1,0.27,0.43,-6.4,0.049,232.0,-59.0,0.96553,3.41,3.39,14.5,1,7,2.0
4,6.0,0.52,3.44,12.4,0.264,50.0,179.0,0.99622,3.14,1.31,9.7,1,7,2.0
2,-2.3,0.21,1.53,15.7,0.045,-180.0,183.0,0.96059,2.82,0.76,5.5,-1,8,1.0
5,5.6,1.1,-0.29,1.3,0.202,119.0,340.0,0.96824,3.22,1.75,11.6,-1,6,3.0
6,13.9,1.17,0.67,5.2,0.086,218.0,19.0,0.97399,3.38,0.69,6.2,0,13,3.0
4,11.3,0.32,1.29,29.05,0.026,-108.0,79.0,0.99168,3.18,1.34,25.4,0,6,2.0
4,8.5,-0.71,0.49,-37.6,0.37,213.0,561.0,1.00728,3.2,-0.93,11.5,0,8,2.0
2,4.9,-0.04,-3.08,1.4,0.223,-71.0,131.0,0.9814,3.22,0.39,10.5,-1,7,2.0
4,14.3,-0.19,1.65,44.4,0.415,27.0,688.0,0.96833,3.47,0.9,13.6,0,8,2.0
6,5.9,1.31,1.78,2.0,0.03,203.0,144.0,0.98892,3.41,0.1,13.8,1,7,3.0
3,1.0,0.42,1.79,12.1,0.212,-54.0,577.0,1.0185,3.31,1.52,9.7,0,8,2.0
7,-6.7,0.475,-0.03,12.7,0.028,112.0,-150.0,1.0095,3.3,2.56,10.3,1,6,4.0
3,8.8,1.695,0.26,-29.5,0.553,356.0,-156.0,0.98837,4.52,0.09,9.4,0,10,1.0
5,2.3,0.22,0.46,1.3,0.027,223.0,109.0,0.98948,3.23,0.38,9.6,0,6,3.0
6,6.7,-0.62,0.34,-49.9,0.043,214.0,113.0,0.9962,3.42,0.77,10.6,1,7,2.0
5,7.6,0.3,0.47,-35.3,0.039,31.0,111.0,1.02599,3.27,-0.69,-1.9,1,8,4.0
4,13.4,0.27,1.31,113.8,0.268,115.0,-255.0,0.96257,4.11,-0.36,12.1,-1,8,2.0
5,7.0,0.3,0.49,4.7,0.593,181.0,-192.0,1.04966,3.7,0.68,5.9,0,8,2.0
3,24.4,-2.59,0.55,11.3,-0.009,87.0,331.0,0.9984,4.28,0.43,13.4,0,8,1.0
6,16.1,0.21,-0.15,36.1,-0.007,62.0,-249.0,0.991,3.09,-0.71,14.4,0,8,4.0
3,10.9,0.6,0.12,0.1,0.489,150.0,76.0,0.99268,3.42,0.88,10.4,1,7,2.0
6,7.4,0.28,0.3,22.7,-0.11,44.0,-96.0,1.01381,3.17,-0.71,14.2,2,8,4.0
3,4.0,0.23,0.5,45.7,0.149,283.0,523.0,0.9973,3.33,1.23,9.8,0,8,1.0
4,7.7,0.08,-1.15,-57.4,0.048,25.0,192.0,0.9951,2.97,0.47,10.9,1,8,1.0
5,6.0,0.45,1.25,75.4,-0.087,109.0,-213.0,0.99896,2.34,-0.25,8.9,1,7,3.0
5,10.6,0.33,1.19,3.3,-0.423,10.0,19.0,0.99468,3.3,0.73,13.5,0,9,4.0
0,8.3,-0.72,0.15,1.9,-0.379,97.0,42.0,0.9972,3.31,2.01,11.7,1,9,1.0
3,5.7,0.54,-0.15,9.7,0.036,15.0,110.0,0.95406,2.22,0.36,11.2,-1,9,1.0
4,15.4,1.28,0.46,31.6,0.053,35.0,176.0,1.02065,3.03,-1.17,13.2,0,9,3.0
0,-3.8,-0.4,0.03,2.0,0.528,-47.0,-241.0,0.89343,3.2,-1.03,16.5,0,9,1.0
3,-4.2,0.33,-0.28,73.6,0.054,62.0,471.0,0.99734,4.41,-2.58,6.3,0,7,1.0
4,10.1,1.18,1.75,7.9,0.019,21.0,82.0,0.99425,2.04,0.99,10.0,0,7,1.0
5,6.8,0.26,0.91,6.0,-0.297,22.0,95.0,0.9928,3.51,0.45,14.8,1,8,4.0
4,9.4,0.93,0.99,3.3,0.538,40.0,153.0,0.9911,3.34,1.13,17.5,0,6,1.0
4,29.2,0.66,0.15,42.6,-0.048,17.0,-363.0,1.03002,4.28,0.54,8.9,0,9,2.0
5,-0.5,0.28,0.36,1.7,0.038,22.0,475.0,0.98121,3.29,0.02,11.6,1,7,3.0
3,11.0,0.16,1.31,17.85,-0.012,52.0,187.0,0.95639,3.81,1.01,14.8,0,9,2.0
2,10.5,0.35,0.06,1.4,0.066,27.0,128.0,0.9934,3.77,-0.51,9.3,-1,6,3.0
4,7.3,0.22,1.6,-48.1,0.242,-234.0,131.0,0.95844,3.27,0.48,11.2,0,8,2.0
5,8.5,0.9,-0.41,14.6,0.043,30.0,168.0,0.97337,3.54,-0.76,8.8,1,8,4.0
6,10.5,1.13,0.38,-83.6,0.231,78.0,279.0,0.96892,3.18,0.61,11.7,1,8,2.0
4,8.2,0.18,1.13,1.4,-0.292,46.0,89.0,1.00413,3.39,0.48,4.8,-1,7,3.0
6,6.0,-0.45,0.36,-17.9,0.052,273.0,72.0,1.03343,4.24,1.53,5.6,1,6,3.0
4,8.4,0.99,0.33,41.0,0.033,16.0,260.0,1.01616,3.14,-0.2,8.9,0,9,4.0
5,8.0,0.26,1.97,-29.5,-0.188,-95.0,121.0,0.992,3.09,0.72,11.6,0,9,2.0
2,-5.4,0.37,-0.95,20.7,0.941,34.0,185.0,0.9944,3.17,2.13,12.5,-1,6,1.0
5,7.4,0.27,-1.06,1.1,-0.081,33.0,458.0,0.99728,2.81,0.25,16.1,1,8,2.0
5,6.3,0.02,0.35,2.3,0.555,-232.0,109.0,1.01069,4.16,0.44,9.9,1,7,3.0
4,6.9,1.77,-0.84,-15.3,0.039,197.0,122.0,1.02963,3.61,0.47,11.1,-1,8,1.0
6,6.1,0.31,0.58,-24.4,0.039,36.0,114.0,0.9909,3.3,0.6,12.3,0,7,4.0
0,6.9,-1.06,0.29,9.9,0.056,-51.0,91.0,0.99487,3.51,-1.3,9.9,0,7,2.0
5,7.1,0.44,0.23,5.8,0.035,-494.0,100.0,0.99062,3.0,-0.26,9.3,0,8,3.0
2,0.3,0.25,-0.79,20.4,0.008,13.0,102.0,0.9918,3.54,0.98,5.0,-1,8,1.0
3,5.6,0.435,1.17,-44.7,0.282,24.0,152.0,1.07182,3.49,-0.34,9.3,-1,6,2.0
4,7.9,0.43,-1.08,-54.5,0.044,36.0,103.0,0.96377,3.19,-0.01,10.5,0,8,2.0
4,7.5,0.41,0.23,21.9,0.127,256.0,593.0,0.99898,3.18,0.49,9.7,1,8,4.0
